local,filename,path,falha,tamanho
16B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.53
16B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.72
16D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.78
16D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.76
16D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.78
16D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.89
16D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,1.03
16D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.52
16D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.38
17C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Trinca,0.32
17F,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,8.51
17F,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,27.7
18F,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.3
19A,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Trinca,2.34
19A,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.28
19B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,1.02
19B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.92
19B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.89
19B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.55
19B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.93
19B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.32
19B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.38
19C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.59
20B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,1.03
20B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.36
20B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,2.63
20C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,1.07
20C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.49
20C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,1.12
20C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.33
20C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,1.26
20C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.46
20C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.45
20C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.42
20F,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,9.87
21B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,1.02
21B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.67
21B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.49
21D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,2.22
21E,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,1.01
22B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.88
22B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,1.01
22B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.84
22B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.93
22B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.91
22B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.89
22B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.7
22B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.6
22B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.44
22B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,1.06
22B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.51
22B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.36
22B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.49
22B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,1.12
22B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.71
22B,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.4
22D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.48
22D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,1.24
22D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.63
22D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.76
22D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.26
22D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.37
22D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.48
22D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.75
22D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.44
22D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.54
22D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.17
22F,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.76
23C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.94
23C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,5.18
23C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,1.21
23C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,1.1
23C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.93
23C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,1.18
23C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,1.17
23C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.8
23C,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.28
23E,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.54
23E,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.55
23E,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.89
23E,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.52
23E,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.64
23E,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.56
23E,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.5
23E,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,1.07
23E,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.61
24D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,11.2
24D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.49
24D,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.71
24F,BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,Solda fria,0.69
