local,filename,path,falha,tamanho
13E,BR220728S06H09YA0199 (copy).jpg,images_folder/BR220728S06H09YA0199 (copy).jpg,Solda fria,1.02
18D,BR220728S06H09YA0199 (copy).jpg,images_folder/BR220728S06H09YA0199 (copy).jpg,Trinca,0.26
