filename,path,status,num_cells_ng,date,crit_sf,crit_tr,local_tr,local_sf,local_ot,local_ce,t_detection,t_segmentation,t_vit
BR220804S06H09YJ0055.jpg,images_folder/BR220804S06H09YJ0055.jpg,1,29,2022-11-16 21:57:04,1.4,1.28,19A,11B-11D-12A-13F-14D-14F-15F-16B-16D-17F-19B-1D-20B-20C-20F-21B-21D-22B-22D-23C-23E-24D-2A-2C-2E-3B-3F,,16F,26.17110848426819,60.024189710617065,-1.0
BR220804S06H09YJ0055 copy.jpg,images_folder/BR220804S06H09YJ0055 copy.jpg,1,29,2022-11-16 22:16:22,1.4,1.28,19A,11B-11D-12A-13F-14D-14F-15F-16B-16D-17F-19B-1D-20B-20C-20F-21B-21D-22B-22D-23C-23E-24D-2A-2C-2E-3B-3F,,16F,23.95306134223938,49.66720962524414,0.0
