BR220608S10H10YC004388 (another copy).jpg,1,39,2022-10-12 18:16:08,1.04,1.04
BR220606S10H10YB002588 (3rd copy).jpg,1,27,2022-10-12 18:16:17,1.04,1.04
BR220606S10H10YB002588 (6th copy).jpg,1,27,2022-10-12 18:29:03,1.04,1.04
