local,filename,path,falha,tamanho,tempo
4D,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,9.09
4F,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,8.49
5A,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,10.79
5B,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,9.35
5C,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,8.04
5E,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,9.67
5F,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,8.08
6A,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,8.58
6B,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,8.31
6D,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,9.36
6E,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,7.1
6F,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,11.48
7A,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,7.9
7B,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,12.08
7C,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,7.46
7E,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,11.01
8A,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,7.5
8B,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,9.28
8C,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,8.61
8D,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,10.97
8E,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,6.4
8F,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,10.61
9C,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,8.29
10A,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,11.79
10B,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,8.86
10D,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,9.09
11A,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,9.21
11B,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,9.93
11D,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,8.56
11E,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,10.74
12A,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,6.92
12B,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,8.55
12C,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,6.04
12D,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,9.19
12E,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,10.97
12F,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,7.91
13A,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,11.95
13B,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,8.97
13C,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,13.31
13D,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,7.29
13E,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,9.09
14A,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,13.1
14C,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,11.54
14D,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,8.23
15C,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,12.42
15D,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,10.09
15E,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,12.36
15F,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,8.49
16A,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,9.68
16C,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,11.25
16E,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,11.47
17A,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,13.1
17B,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,10.23
17C,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,15.01
17E,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,12.36
17F,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,10.79
18A,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,10.01
18C,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,11.06
18D,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,7.28
18E,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,12.0
19B,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,9.78
19C,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,11.21
19D,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,7.34
19E,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,9.35
19F,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,9.0
20B,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,8.04
20F,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,6.26
21A,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,9.66
21B,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,9.67
21C,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,9.66
21D,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,9.88
21F,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,7.55
22B,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,8.08
22C,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,10.68
22D,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,7.5
22E,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,10.68
22F,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,6.54
23A,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,10.08
23B,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,10.73
23C,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Trinca,8.58
23D,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,9.56
23F,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,8.69
24B,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,10.95
24D,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,8.46
24F,BR220728S06H09YC0019 copy 2.jpg,images_folder/BR220728S06H09YC0019 copy 2.jpg,Solda fria,10.85
1A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,8.0
1B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.06
1C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,8.22
1D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.63
1E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,7.07
2A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,6.44
2B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,11.53
2C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,5.4
2D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.64
2E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.71
3A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,8.0
3C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,7.76
3E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.89
3F,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,7.55
4A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,8.62
4B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.99
4C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,9.06
4D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.43
4E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,8.1
5A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.51
5C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,8.22
5D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.42
5E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,9.63
6A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.11
6B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.71
6C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.56
6D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.74
6E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,8.94
6F,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.37
7A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,8.61
7B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,7.07
7E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,8.9
8A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,6.44
8C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,11.53
8D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.66
8E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,5.4
9A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,10.64
9C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,10.71
9D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.83
9E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,7.9
10A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,11.2
10B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.21
10C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,6.45
11A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,8.0
11B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.4
11D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.0
11E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,7.76
11F,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.56
12B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,5.18
12D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,6.66
12E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,6.36
13A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.7
13B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.28
13D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.08
13F,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,10.89
14A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.01
14B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.64
14C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,11.08
14E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,12.44
14F,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,7.55
15A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.97
15B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,7.99
15C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,12.14
15D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,7.76
15E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,11.5
16A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,11.98
16B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,7.17
16C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,13.66
16D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,8.62
16E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.86
16F,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,9.99
17A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,11.32
17C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,12.0
17D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,7.96
17E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,12.97
17F,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,9.06
18A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.52
18C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,13.39
18D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.06
18E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,12.76
18F,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,9.43
19B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,8.1
19D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.2
19F,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,4.72
20A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.08
20D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,7.11
20E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,7.74
20F,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,10.51
21C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.06
21D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.92
21E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.38
21F,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,8.22
22B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,7.33
22D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,7.73
22F,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,10.42
23A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.15
23B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,12.17
23C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.79
23D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.41
23F,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,11.47
24A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,9.63
24B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,8.75
24C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.12
24D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.54
24E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,11.59
1A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,8.0
1B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.06
1C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,8.22
1D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.63
1E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,7.07
2A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,6.44
2B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,11.53
2C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,5.4
2D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.64
2E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.71
3A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,8.0
3C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,7.76
3E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.89
3F,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,7.55
4A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,8.62
4B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.99
4C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,9.06
4D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.43
4E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,8.1
5A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.51
5C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,8.22
5D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.42
5E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,9.63
6A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.11
6B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.71
6C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.56
6D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.74
6E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,8.94
6F,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.37
7A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,8.61
7B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,7.07
7E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,8.9
8A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,6.44
8C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,11.53
8D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,10.66
8E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,5.4
9A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,10.64
9C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,10.71
9D,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.83
9E,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,7.9
10A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,11.2
10B,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,9.21
10C,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Solda fria,6.45
11A,BR220728S06H09YA0199.jpg,images_folder/BR220728S06H09YA0199.jpg,Trinca,8.0
