filename,path,status,num_cells_ng,date,crit_sf,crit_tr,local_tr,local_sf,local_ot,local_ce,t_detection,t_segmentation,t_vit
BR220915S10H10YC0483.jpg,BR220915S10H10YC0483.jpg,1,52,2022-11-16 22:22:52,1.4,1.28,,12B-1B-1F-3A,,10C-10D-11C-11D-12C-12D-13C-13D-14C-14D-15C-15D-16C-16D-17C-17D-18C-18D-19C-19D-1C-1D-20C-20D-21C-21D-22C-22D-23C-23D-24C-24D-2C-2D-3C-3D-4C-4D-5C-5D-6C-6D-7C-7D-8C-8D-9C-9D,18.85453152656555,37.151935338974,5.939218282699585
