local,filename,path,falha,tamanho,tempo
1D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Trinca,0.84,60.76601552963257
1F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Trinca,1.12,60.76601552963257
1F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,4.69,60.76601552963257
2E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,19.27,60.76601552963257
4C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,1.34,60.76601552963257
4E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Trinca,0.37,60.76601552963257
5B,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Trinca,0.18,60.76601552963257
5D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Trinca,0.3,60.76601552963257
5D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,2.87,60.76601552963257
6C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,1.09,60.76601552963257
6E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,6.29,60.76601552963257
7B,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Trinca,1.0,60.76601552963257
7B,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,4.11,60.76601552963257
7C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,1.4,60.76601552963257
7D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Trinca,1.01,60.76601552963257
7D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,2.88,60.76601552963257
8A,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,2.2,60.76601552963257
8B,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,2.24,60.76601552963257
8C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,2.83,60.76601552963257
8E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,3.41,60.76601552963257
9C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Trinca,0.18,60.76601552963257
9D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,2.55,60.76601552963257
10E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Trinca,0.23,60.76601552963257
11B,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,2.85,60.76601552963257
12F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,2.6,60.76601552963257
13E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Trinca,1.83,60.76601552963257
15C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,1.45,60.76601552963257
15E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Trinca,0.56,60.76601552963257
16C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,2.56,60.76601552963257
16F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,2.84,60.76601552963257
18F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,2.28,60.76601552963257
19E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,2.31,60.76601552963257
20B,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,1.1,60.76601552963257
20F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,3.79,60.76601552963257
21C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Trinca,0.68,60.76601552963257
21C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,2.48,60.76601552963257
21E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Trinca,0.54,60.76601552963257
24E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Trinca,0.44,60.76601552963257
24F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,2.51,60.76601552963257
1F,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,Trinca,2.06,55.095030546188354
2D,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,Trinca,0.08,55.095030546188354
6D,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,Trinca,0.25,55.095030546188354
6F,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,Solda fria,0.89,55.095030546188354
7D,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,Trinca,1.13,55.095030546188354
8E,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,Trinca,0.34,55.095030546188354
10D,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,Trinca,0.7,55.095030546188354
12C,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,Trinca,0.86,55.095030546188354
12D,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,Trinca,1.1,55.095030546188354
18D,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,Solda fria,2.59,55.095030546188354
