local,filename,path,falha,tamanho,tempo
1D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,0.84,22.767822265625
1D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,0.84,22.767822265625
1D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,0.93,22.767822265625
1D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,0.37,22.767822265625
1D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,0.32,22.767822265625
1D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,0.7,22.767822265625
1D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,0.96,22.767822265625
1F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,3.78,22.767822265625
1F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,0.88,22.767822265625
1F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,0.34,22.767822265625
2A,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,0.58,22.767822265625
2A,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,0.57,22.767822265625
2C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,2.16,22.767822265625
2C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,0.44,22.767822265625
2C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,1.9,22.767822265625
2E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,1.33,22.767822265625
2E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,1.11,22.767822265625
2E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,1.62,22.767822265625
2E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,1.08,22.767822265625
2E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,1.62,22.767822265625
2E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,1.56,22.767822265625
2E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,1.56,22.767822265625
2E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,0.98,22.767822265625
2E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,1.07,22.767822265625
2E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,1.07,22.767822265625
2E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,1.42,22.767822265625
2E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,0.98,22.767822265625
2E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,Solda fria,1.23,22.767822265625
