local,filename,path,falha,tamanho
1F,BR220915S10H10YC0483.jpg,BR220915S10H10YC0483.jpg,Solda fria,1.24
10A,BR220915S10H10YC0483.jpg,BR220915S10H10YC0483.jpg,Trinca,0.27
12B,BR220915S10H10YC0483.jpg,BR220915S10H10YC0483.jpg,Solda fria,2.46
